msisdn_crypte,Recency,Frequency,Monetary,Tenure_Months,Nb_Offers_Distinctes,Main_Offer,R_score,F_score,M_score,RFM_Score,RFM_Total,RFM_Weighted,Segment,Segment_Avance,Valeur,Life_Time,Montant_Moyen_Par_Achat,Frequency_Par_Mois,Monetary_Par_Mois,Cluster_KMeans,Churned,Churn_Proba,PC1,PC2
DEMO_00965,32,4,82.05,9.3,1,Demo Flex,2,3,4,234,9,3.3,Client moyen,Clients à risque,Forte valeur,7.7,20.51,0.431,8.83,3,0,0.1586,0.4302,-0.4607
DEMO_00966,11,1,6.93,12.6,2,Demo Connect,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,11.5,6.93,0.079,0.55,3,0,0.1314,-1.514,0.0004
DEMO_00967,27,7,83.19,24.1,4,Demo Flex,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,22.1,11.88,0.29,3.45,2,0,0.1057,1.017,-0.6169
DEMO_00968,8,2,10.39,3.1,2,Demo Plus,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,1.8,5.2,0.638,3.31,3,0,0.1175,-1.1886,-0.7545
DEMO_00969,20,5,71.95,4.9,2,Demo Connect,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Forte valeur,2.1,14.39,1.017,14.63,0,0,0.0684,0.7881,-0.5919
DEMO_00970,103,3,29.55,11.5,2,Demo Connect,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,11.3,9.85,0.26,2.56,1,1,0.7192,-2.9302,-0.0045
DEMO_00971,9,12,139.7,68.1,4,Demo Plus,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,69.4,11.64,0.176,2.05,0,0,0.0536,3.1861,1.8852
DEMO_00972,5,4,36.81,26.6,1,Demo Start,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,25.0,9.2,0.151,1.39,3,0,0.0519,0.6638,0.323
DEMO_00973,7,4,34.75,14.2,1,Demo Plus,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Valeur moyenne,14.0,8.69,0.282,2.45,3,0,0.0343,0.097,-0.2396
DEMO_00974,20,3,18.56,10.5,2,Demo Flex,3,2,1,321,6,1.7,Client moyen,Clients à développer,Faible valeur,10.0,6.19,0.286,1.77,3,0,0.2051,-1.3924,-0.1344
DEMO_00975,39,3,46.22,9.0,1,Demo Connect,2,2,3,223,7,2.5,Client à risque,Clients hibernants,Valeur moyenne,11.1,15.41,0.335,5.16,1,0,0.2563,-0.08,-0.8099
DEMO_00976,24,6,135.79,14.9,1,Demo Flex,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,13.7,22.63,0.402,9.09,2,1,0.1472,0.9205,-0.8479
DEMO_00977,6,4,29.37,14.3,1,Demo Plus,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Faible valeur,13.2,7.34,0.279,2.05,3,0,0.1329,0.0926,-0.449
DEMO_00978,38,5,67.62,19.3,1,Demo Start,2,3,4,234,9,3.3,Client moyen,Clients à risque,Forte valeur,17.6,13.52,0.259,3.5,1,0,0.2477,-0.3008,-0.8359
DEMO_00979,7,5,63.25,30.8,1,Demo Max,5,3,4,534,12,3.9,Client fidèle,Clients à risque,Forte valeur,28.5,12.65,0.162,2.05,3,0,0.0869,1.4685,0.4513
DEMO_00980,14,4,40.07,21.4,2,Demo Plus,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,22.4,10.02,0.187,1.88,3,0,0.0963,-0.4954,0.4038
DEMO_00981,52,5,21.54,36.9,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,36.6,4.31,0.136,0.58,1,0,0.1792,-1.0147,0.2309
DEMO_00982,25,7,34.13,18.4,1,Demo Start,3,4,2,342,9,2.8,Client fidèle,Clients fidèles,Valeur moyenne,18.5,4.88,0.381,1.86,2,0,0.1547,-0.5796,-0.3069
DEMO_00983,26,8,51.93,59.0,1,Demo Start,3,5,3,353,11,3.6,Client fidèle,Clients fidèles,Valeur moyenne,61.6,6.49,0.136,0.88,2,0,0.1591,0.6447,0.992
DEMO_00984,6,3,9.23,36.3,3,Demo Start,5,2,1,521,8,2.1,Client moyen,Clients prometteurs,Faible valeur,39.0,3.08,0.083,0.25,3,1,0.0766,-1.33,0.2647
DEMO_00985,15,1,21.64,26.1,2,Demo Flex,4,1,2,412,7,2.1,Client moyen,Clients prometteurs,Faible valeur,22.8,21.64,0.038,0.83,3,0,0.2112,-0.6139,1.3713
DEMO_00986,46,3,36.63,30.8,4,Demo Plus,1,2,3,123,6,2.3,Client à risque,Clients hibernants,Valeur moyenne,32.1,12.21,0.097,1.19,1,0,0.2359,-0.9829,0.0174
DEMO_00987,31,5,49.06,15.2,1,Demo Plus,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,15.7,9.81,0.328,3.22,3,1,0.1851,0.4214,-1.0253
DEMO_00988,39,3,8.97,19.1,1,Demo Max,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,18.2,2.99,0.157,0.47,1,0,0.4213,-2.1898,0.0218
DEMO_00989,23,6,21.95,18.6,2,Demo Connect,3,4,2,342,9,2.8,Client fidèle,Clients fidèles,Faible valeur,19.2,3.66,0.323,1.18,2,0,0.2351,-0.4193,-0.273
DEMO_00990,47,3,29.88,13.0,2,Demo Flex,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,9.5,9.96,0.231,2.3,1,0,0.4014,-1.0996,-0.0567
DEMO_00991,6,2,58.96,7.7,1,Demo Max,5,1,4,514,10,3.3,Client moyen,Clients prometteurs,Valeur moyenne,10.7,29.48,0.259,7.62,3,0,0.0781,0.3243,0.4007
DEMO_00992,20,9,61.13,31.9,2,Demo Flex,3,5,4,354,12,4.1,Client fidèle,Clients fidèles,Valeur moyenne,32.9,6.79,0.282,1.92,2,1,0.2294,1.202,-0.424
DEMO_00993,35,9,144.36,40.5,2,Demo Flex,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,38.8,16.04,0.222,3.56,2,0,0.1262,1.7656,0.0631
DEMO_00994,4,7,53.62,29.1,1,Demo Flex,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,27.9,7.66,0.241,1.84,2,0,0.0663,1.0246,0.717
DEMO_00995,1,1,10.28,21.3,1,Demo Max,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,17.9,10.28,0.047,0.48,3,0,0.0361,-1.0953,0.6482
DEMO_00996,80,13,252.91,72.0,1,Demo Max,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,71.4,19.45,0.181,3.51,1,0,0.2818,1.4704,1.7419
DEMO_00997,25,2,16.49,14.0,1,Demo Plus,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,13.1,8.25,0.142,1.17,3,0,0.1036,-1.1172,-0.474
DEMO_00998,3,4,27.3,26.7,3,Demo Plus,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Faible valeur,24.0,6.82,0.15,1.02,3,0,0.0939,0.4541,0.6837
DEMO_00999,25,9,195.81,44.1,1,Demo Plus,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,45.7,21.76,0.204,4.44,2,0,0.0623,1.3655,0.8507
DEMO_01000,7,4,40.91,9.7,2,Demo Plus,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,12.3,10.23,0.412,4.21,3,0,0.2,0.3327,-0.5203
